사업장명,영업상태명,지번주소,도로명주소,위도,경도,행정동명
지에스25 관악성지점,영업/정상,서울특별시 관악구 신림동 94-36 서림도시형생활주택,"서울특별시 관악구 쑥고개로 2, 1층 101호 (신림동, 서림도시형생활주택)",37.4769757621661,126.937689898558,서림동
지에스25 낙성베스트점,영업/정상,서울특별시 관악구 봉천동 1642-16 영빌딩,"서울특별시 관악구 인헌길 35, 영빌딩 1층 (봉천동)",37.4738875513983,126.966937206754,인헌동
씨유 관악은천점,영업/정상,서울특별시 관악구 봉천동 466-75,"서울특별시 관악구 은천로25길 7, 1층 (봉천동)",37.4871105755839,126.948952316827,성현동
지에스25 뉴관악서원점,영업/정상,서울특별시 관악구 신림동 11-18,"서울특별시 관악구 남부순환로 1626-1, 지층 (신림동)",37.4841994200736,126.931347467403,서원동
씨유 서울대 우신점,영업/정상,서울특별시 관악구 봉천동 1602-1,"서울특별시 관악구 관악로16길 26, 1층 (봉천동)",37.4800366587974,126.953976180577,낙성대동
지에스(GS)25 난향타운점,영업/정상,서울특별시 관악구 신림동 674-1,"서울특별시 관악구 난향7길 2, 1층 (신림동)",37.4624656550806,126.915929742846,난향동
이마트24 신림에이스점,영업/정상,서울특별시 관악구 신림동 1432-135,"서울특별시 관악구 신림동5길 33, 1층 (신림동)",37.485735613553,126.927679941836,신림동
CU 관악누리에뜰점,영업/정상,서울특별시 관악구 봉천동 622-3 은천누리에뜰,"서울특별시 관악구 은천로 61, 1층 (봉천동, 은천누리에뜰)",37.4863805612294,126.942260028869,은천동
씨유 난곡점,영업/정상,서울특별시 관악구 신림동 646-67,"서울특별시 관악구 난곡로26길 61, 지하1층 (신림동)",37.470097691378,126.923244786026,난곡동
세븐일레븐 관악일등점,영업/정상,서울특별시 관악구 신림동 487-12,"서울특별시 관악구 관천로11길 87, 1층 (신림동)",37.4833679840905,126.920051838571,신사동
씨유 관악우림점,영업/정상,서울특별시 관악구 신림동 655-39,"서울특별시 관악구 난곡로24길 34, 1층 (신림동)",37.4688695704748,126.921126378409,난곡동
(주)코리아세븐 관악낙성대점,영업/정상,서울특별시 관악구 봉천동 1680-11,"서울특별시 관악구 남부순환로 1895, 1층 (봉천동)",37.4787202306311,126.960284807111,행운동
씨유 관악 신사점,영업/정상,서울특별시 관악구 신림동 525-26,"서울특별시 관악구 관천로11길 160, 1층 (신림동)",37.4828823518203,126.916041305143,신사동
지에스25 난우타운점,영업/정상,서울특별시 관악구 신림동 598-21 동명아트빌2차,"서울특별시 관악구 법원단지5다길 16, 지층 1호 (신림동, 동명아트빌2차)",37.4773585280749,126.921128876142,미성동
GS25 남현번영점,영업/정상,서울특별시 관악구 남현동 602번지 38호,서울특별시 관악구 승방4길 27 (남현동),37.4748763530926,126.980439446302,남현동
GS25 관악원앙점,영업/정상,서울특별시 관악구 봉천동 878번지 1호,"서울특별시 관악구 남부순환로218길 46 (봉천동, 영맨션)",37.4793834533004,126.950047344898,청룡동
씨유 관악구로공단점,영업/정상,서울특별시 관악구 신림동 1655번지 2호,"서울특별시 관악구 조원로 6 (신림동, 정화빌딩)",37.4834043794316,126.902743197396,조원동
GS25 남현태양점,영업/정상,서울특별시 관악구 남현동 1054번지 37호,서울특별시 관악구 남부순환로260길 36 (남현동),37.4746402980013,126.972366055366,남현동
CU 관악우체국점,영업/정상,서울특별시 관악구 신림동 1412번지 1호,서울특별시 관악구 남부순환로187길 9 (신림동),37.4852570104422,126.933370405669,신림동
GS25 관악대학점,영업/정상,서울특별시 관악구 신림동 235번지 15호,서울특별시 관악구 신림로7나길 3 (신림동),37.4698233334085,126.941325908945,대학동
GS25 신림타운점,영업/정상,"서울특별시 관악구 신림동 1421번지 35호 ,38 호","서울특별시 관악구 신림로64길 23 (신림동, 세라톤)",37.4852226853822,126.931021236392,신림동
지에스25더관악,영업/정상,서울특별시 관악구 신림동 1433-51,"서울특별시 관악구 남부순환로 1599-3, 1층 (신림동)",37.4844850129696,126.928269204662,신림동
CU 신림역점,영업/정상,서울특별시 관악구 신림동 1640번지 48호,"서울특별시 관악구 신림로 323 (신림동, 신광빌딩)",37.4832285155747,126.929548484921,서원동
GS25 관악한일점,영업/정상,서울특별시 관악구 남현동 602번지 11호,"서울특별시 관악구 승방2길 2 (남현동, 램파트호텔)",37.4739599934524,126.981353358231,남현동
GS25 뉴관악청룡점,영업/정상,서울특별시 관악구 봉천동 1573-1,서울특별시 관악구 쑥고개로 112(봉천동),37.4789087410209,126.948852639757,청룡동
CU 관악블루점,영업/정상,서울특별시 관악구 봉천동 898번지 1호,서울특별시 관악구 남부순환로214길 46 (봉천동),37.4796640032795,126.947295190112,청룡동
지에스25 신림양지점,영업/정상,서울특별시 관악구 신림동 1424번지 4호,서울특별시 관악구 신림로68길 10 (신림동),37.4864304668985,126.929915779623,신림동
GS25 봉천한가온,영업/정상,서울특별시 관악구 봉천동 41번지 538호,서울특별시 관악구 중앙길 38 (봉천동),37.4844798376769,126.952694450169,중앙동
CU 관악스위트점,영업/정상,서울특별시 관악구 신림동 1417번지 43호,"서울특별시 관악구 봉천로14길 17 (신림동, 도안스위트빌)",37.4874933212536,126.930416029315,신림동
GS25 신림본점,영업/정상,서울특별시 관악구 신림동 1433번지 114호,서울특별시 관악구 남부순환로 1589 (신림동),37.4842288229092,126.927183565437,신림동
GS25 봉천번영점,영업/정상,서울특별시 관악구 봉천동 1617번지 1호,서울특별시 관악구 관악로14가길 45 (봉천동),37.4764454785134,126.955552548346,낙성대동
GS25 신림수성점,영업/정상,서울특별시 관악구 신림동 507번지 31호,서울특별시 관악구 남부순환로 1507 (신림동),37.482725756528,126.917965256661,신사동
CU 서울대파인점,영업/정상,서울특별시 관악구 봉천동 882번지 1호,서울특별시 관악구 청룡1길 46 (봉천동),37.4809234987217,126.948878627216,청룡동
CU 관악중앙점,영업/정상,서울특별시 관악구 봉천동 56번지 98호,서울특별시 관악구 중앙길 5 (봉천동),37.4836131596001,126.953838422014,중앙동
CU 신대방역점,영업/정상,서울특별시 관악구 신림동 516번지 28호,서울특별시 관악구 난곡로 360 (신림동),37.4861757097949,126.913902768683,신사동
GS25 신림왕성점,영업/정상,서울특별시 관악구 신림동 1641번지 38호,서울특별시 관악구 신림로 304 (신림동),37.481363738335,126.93022385624,서원동
씨유 보라매당곡점,영업/정상,서울특별시 관악구 봉천동 1511-22,"서울특별시 관악구 봉천로21길 41, 1층 (봉천동)",37.4887831449019,126.934083928594,보라매동
세븐일레븐 신림가야점,영업/정상,서울특별시 관악구 신림동 1414번지 32호 101호,"서울특별시 관악구 신림로66길 47, 101호 (신림동)",37.485876861622,126.932344438687,신림동
CU 관악동원점,영업/정상,서울특별시 관악구 신림동 1556번지,"서울특별시 관악구 호암로26가길 43 (신림동, 관리형독서실)",37.4688997766138,126.933303761717,대학동
세븐일레븐 남현르메이에르점,영업/정상,서울특별시 관악구 남현동 1061번지 18호,"서울특별시 관악구 과천대로 939 (남현동, 르메이에르강남타운2)",37.4743771732195,126.981430242321,남현동
세븐일레븐 봉천4호점,영업/정상,서울특별시 관악구 봉천동 1633번지 21호,서울특별시 관악구 남부순환로246길 30 (봉천동),37.4753103098106,126.964069118849,인헌동
세븐일레븐 관악중앙점,영업/정상,서울특별시 관악구 봉천동 34번지 41호,서울특별시 관악구 관악로 227 (봉천동),37.4849391795696,126.955258857188,중앙동
세븐일레븐 신림라이프점,영업/정상,서울특별시 관악구 신림동 746번지 1호,서울특별시 관악구 문성로16길 20 (신림동),37.4766972281626,126.913340909739,미성동
GS25 봉천동부점,영업/정상,서울특별시 관악구 봉천동 1719번지 1호 105호,"서울특별시 관악구 은천로 143, 105호 (봉천동, 관악동부센트레빌아파트)",37.4866312249968,126.951265478693,성현동
CU 신림인석점,영업/정상,서울특별시 관악구 신림동 1628번지 89호,"서울특별시 관악구 문성로 217 (신림동, 인석독서실)",37.479461371766,126.927862812653,신원동
세븐일레븐 봉천1호점,영업/정상,서울특별시 관악구 봉천동 913번지 1호,"서울특별시 관악구 남부순환로 1766 (봉천동, 고시원독서실)",37.481700832272,126.946114635644,청룡동
세븐일레븐 서울대입구역점,영업/정상,서울특별시 관악구 봉천동 862번지 1호,"서울특별시 관악구 남부순환로 1820 (봉천동, 에그엘로우)",37.4809479979455,126.952083773717,청룡동
GS25 신림제일점,영업/정상,서울특별시 관악구 신림동 1442번지 4호,서울특별시 관악구 관천로22길 79 (신림동),37.4886384198041,126.926849113799,신림동
씨유 행운야베스점,영업/정상,서울특별시 관악구 봉천동 1680번지 24호 101호,"서울특별시 관악구 행운2길 46, 1층 101호 (봉천동, 참오피스텔)",37.4785948845152,126.96132387049,행운동
GS25 봉천제일점,영업/정상,서울특별시 관악구 봉천동 896번지 10호,서울특별시 관악구 청룡3길 22 (봉천동),37.4805772354693,126.947428751307,청룡동
GS25 신림신사점,영업/정상,서울특별시 관악구 신림동 515번지 1호,서울특별시 관악구 난곡로74길 22 (신림동),37.4859302646787,126.915008180668,신사동
GS25 신림서원점,영업/정상,서울특별시 관악구 신림동 10번지 311호,서울특별시 관악구 신림로58길 36 (신림동),37.4823229267912,126.931878658146,서원동
GS25 관악봉천점,영업/정상,서울특별시 관악구 봉천동 876번지 1호,"서울특별시 관악구 관악로17길 25 (봉천동, 그린피아오피스텔)",37.4806955912288,126.95025710316,청룡동
지에스25 사당네스코,영업/정상,서울특별시 관악구 남현동 1058-16 101호,"서울특별시 관악구 남부순환로 2064, 101호 (남현동)",37.4764021630158,126.978098942823,남현동
GS25 관악장군점,영업/정상,,서울특별시 관악구 장군봉2길 45 (봉천동),37.4832153401546,126.937861662897,청룡동
코리아세븐 신사시장점,영업/정상,서울특별시 관악구 신림동 511번지 4호,서울특별시 관악구 남부순환로153길 35 (신림동),37.4840565684833,126.916327064641,신사동
곰할인마트3,영업/정상,서울특별시 관악구 신림동 96번지 3호,서울특별시 관악구 신림로 206 (신림동),37.4756288046285,126.937446935701,서림동
(주)코리아세븐 신림푸리마점,영업/정상,서울특별시 관악구 신림동 1639-51 푸리마타운,"서울특별시 관악구 관천로 38, 101호 (신림동, 푸리마타운)",37.4833434025177,126.927477487881,서원동
(주)코리아세븐 관악힐스테이트점,영업/정상,서울특별시 관악구 신림동 1644-2,"서울특별시 관악구 조원로 15-2, 1층 (신림동)",37.4839712189799,126.903973518877,조원동
지에스25 뉴관악예은,영업/정상,서울특별시 관악구 봉천동 854-5 101호,"서울특별시 관악구 남부순환로224길 21, 101호 (봉천동)",37.4799271224785,126.953354195192,낙성대동
씨유 관악신도점,영업/정상,서울특별시 관악구 신림동 561-5,"서울특별시 관악구 조원로 58, 1층 (신림동)",37.4835201019023,126.908888115875,조원동
지에스(GS)25 관악해바라기점,영업/정상,서울특별시 관악구 봉천동 1500 2~3호,"서울특별시 관악구 보라매로6길 33, 2~3호 (봉천동, 해바라기아파트)",37.4930636636016,126.928976000687,보라매동
씨유관악낙성점,영업/정상,서울특별시 관악구 봉천동 1685-29,"서울특별시 관악구 솔밭로 5, 1층 (봉천동)",37.478183524472,126.962569741548,행운동
씨유 인헌센트럴점,영업/정상,서울특별시 관악구 봉천동 1639-1,"서울특별시 관악구 인헌6길 15, 1층 103호 (봉천동)",37.4737750824086,126.965905335066,인헌동
CU 신림장미점,영업/정상,서울특별시 관악구 신림동 237-27,"서울특별시 관악구 신림로 73, 1층 (신림동)",37.4704573469492,126.941270360429,대학동
지에스(GS25)신림도림점,영업/정상,서울특별시 관악구 신림동 112-41,"서울특별시 관악구 신림로 160, 1층 (신림동)",37.4731476614215,126.933750827236,서림동
지에스25 관악문성,영업/정상,서울특별시 관악구 신림동 1477-7,"서울특별시 관악구 문성로 91, 1층 101호 (신림동)",37.4776684595007,126.913755947104,미성동
그랜드마트,영업/정상,서울특별시 관악구 신림동 255-110,"서울특별시 관악구 대학14길 6, 1층 (신림동)",37.4662622530963,126.937432697971,대학동
세븐일레븐 관악행운길점,영업/정상,서울특별시 관악구 봉천동 100-324 101호,"서울특별시 관악구 행운6길 2, 101호 (봉천동)",37.4811251517046,126.960128866619,행운동
제일 소비자 유통,영업/정상,서울특별시 관악구 신림동 255번지 270호,서울특별시 관악구 대학14길 28 (신림동),37.4666122898112,126.936241311245,대학동
GS25 신림금성점,영업/정상,서울특별시 관악구 신림동 1570번지 9호,서울특별시 관악구 남부순환로 1508 (신림동),37.4822481666579,126.918275457904,미성동
GS25 행운중앙점,영업/정상,서울특별시 관악구 봉천동 1687번지 1호 101호,"서울특별시 관악구 솔밭로2길 24, 101호 (봉천동, 에버그린오피스텔)",37.4775640671136,126.963976125463,행운동
CU 관악조원점,영업/정상,서울특별시 관악구 신림동 542번지 14호,서울특별시 관악구 조원중앙로2길 111 (신림동),37.4819326405751,126.910930366642,조원동
CU 관악건영점,영업/정상,서울특별시 관악구 신림동 511번지 17호,서울특별시 관악구 남부순환로161가길 71 (신림동),37.484407533494,126.914844942227,신사동
CU 관악신림로점,영업/정상,서울특별시 관악구 신림동 1424번지 11호,서울특별시 관악구 신림로 356 (신림동),37.4861105610582,126.929683383167,신림동
세븐일레븐 관악신사점,영업/정상,서울특별시 관악구 신림동 527번지 1호,서울특별시 관악구 난곡로 318 (신림동),37.4824196130979,126.91468461363,신사동
채널큐 신림로데오점,영업/정상,서울특별시 관악구 신림동 1432번지 1호 101호,"서울특별시 관악구 신림동길 7-1, 101호 (신림동, 영지오피스텔)",37.4872013649081,126.927813421746,신림동
GS25 관악휴먼시아점,영업/정상,서울특별시 관악구 신림동 1735번지 3호,"서울특별시 관악구 난곡로 53 (신림동, 관악산휴먼시아)",37.4602221608432,126.919326648265,난향동
CU 관악당곡점,영업/정상,서울특별시 관악구 봉천동 702번지 36호,서울특별시 관악구 보라매로 20 (봉천동),37.4911599343742,126.927360360339,보라매동
GS25 보라매타운점,영업/정상,서울특별시 관악구 봉천동 729번지 24호 104호,"서울특별시 관악구 보라매로5가길 7, 104호 (봉천동, 캐릭터그린빌)",37.4919012411973,126.925413241412,보라매동
지에스25서원성당,영업/정상,서울특별시 관악구 신림동 92-32 서원동성당,"서울특별시 관악구 신림로46길 1, 서원동성당 가동 지1층 1,2호 (신림동)",37.4784569907315,126.933022235665,서원동
GS25 관악현대점,영업/정상,서울특별시 관악구 봉천동 1번지 783호,"서울특별시 관악구 청림5길 87, 2층 (봉천동)",37.4917481089956,126.959543473961,청림동
CU 관악트윈스점,영업/정상,서울특별시 관악구 봉천동 872번지 20호,서울특별시 관악구 양녕로6길 78 (봉천동),37.4835032415789,126.950727513268,중앙동
CU 신림행운점,영업/정상,서울특별시 관악구 신림동 1580번지 4호,서울특별시 관악구 남부순환로172길 39 (신림동),37.4827327805389,126.923743249296,신원동
지에스25 봉천블루밍점,영업/정상,서울특별시 관악구 봉천동 1718번지,"서울특별시 관악구 은천로 93, 501동 318호 (봉천동, 벽산블루밍상가)",37.4873527233282,126.945428874003,은천동
GS25 신림장원점,영업/정상,서울특별시 관악구 신림동 251번지 420호 지하1층,"서울특별시 관악구 신림로11길 87, 지하1층 (신림동)",37.4665340745487,126.938782950462,대학동
CU 관악딸부자점,영업/정상,서울특별시 관악구 봉천동 30번지 4호,서울특별시 관악구 행운1길 117 (봉천동),37.4837454491788,126.956020610273,행운동
CU 관악네잎클로버점,영업/정상,서울특별시 관악구 신림동 470번지 15호,서울특별시 관악구 관천로15길 27 (신림동),37.4865773795034,126.920995713655,신사동
GS25 봉천가람점,영업/정상,,서울특별시 관악구 국회단지길 110 (봉천동),37.4904054833329,126.942321949066,은천동
CU 신림사거리점,영업/정상,"서울특별시 관악구 신림동 1432번지 76호 동산빌딩, 1층","서울특별시 관악구 신림로 351, 1층 (신림동, 동산빌딩)",37.4856471806983,126.929244209238,신림동
(주)코리아세븐 관악드림점,영업/정상,"서울특별시 관악구 봉천동 480번지 3호 106호, 107호","서울특별시 관악구 은천로25길 69, 106호, 107호 (봉천동)",37.4890682965874,126.948355993845,성현동
씨유 관악봉천점,영업/정상,서울특별시 관악구 봉천동 943-1,"서울특별시 관악구 봉천로29길 9, 1층 (봉천동)",37.4847421170696,126.939988311885,은천동
씨유 관악광신점,영업/정상,서울특별시 관악구 신림동 342-9,"서울특별시 관악구 원신길 134, 1층 (신림동)",37.4670751496099,126.930201078646,삼성동
GS25 관악법원단지점,영업/정상,서울특별시 관악구 신림동 610번지 140호 1층 B02호,"서울특별시 관악구 법원단지21길 2, 1층 B02호 (신림동)",37.4750718935698,126.922823215702,난곡동
씨유 관악무지개점,영업/정상,서울특별시 관악구 봉천동 1609번지 4호 1층,"서울특별시 관악구 관악로12길 48, 1층 (봉천동)",37.4776789534729,126.955057311011,낙성대동
GS25 신림조원점,영업/정상,서울특별시 관악구 신림동 563번지 59호 1층,"서울특별시 관악구 남부순환로141길 29, 1층 (신림동)",37.482395258031,126.909206849733,조원동
씨유 관악장군점,영업/정상,서울특별시 관악구 봉천동 1520번지 27호 지하1층 B01호,"서울특별시 관악구 장군봉2길 29, 지하1층 (봉천동, B01호)",37.4828595738122,126.938631469511,청룡동
지에스(GS)25 남현으뜸점,영업/정상,서울특별시 관악구 남현동 602번지 121호,"서울특별시 관악구 승방길 71, 지하1층 (남현동, 한성파크)",37.4725073229283,126.97834855921,남현동
365플러스(봉천두산점),영업/정상,서울특별시 관악구 봉천동 904번지 4호 1층,"서울특별시 관악구 봉천로33나길 20, 1층 (봉천동)",37.4855354534246,126.943080760028,은천동
씨유 관악신사로점,영업/정상,서울특별시 관악구 신림동 497번지 1호 1층,"서울특별시 관악구 신사로 136, 1층 (신림동)",37.4889314286717,126.916904066043,신사동
GS25 봉천역점,영업/정상,서울특별시 관악구 봉천동 926번지 33호 1층 1호,"서울특별시 관악구 남부순환로 1733, 1층 1호 (봉천동)",37.4825535910402,126.942759661044,은천동
씨유 뉴관악센트럴점,영업/정상,서울특별시 관악구 신림동 409-16,"서울특별시 관악구 서원길 4, 지하1층 (신림동)",37.4776374300584,126.932700531704,서원동
GS25 관악신림로점,영업/정상,서울특별시 관악구 신림동 1420번지 30호 1층,"서울특별시 관악구 신림로66길 25, 1층 (신림동)",37.4856434006504,126.931080436397,신림동
CU 관악미림점,영업/정상,서울특별시 관악구 신림동 1559번지 20호 1층,"서울특별시 관악구 호암로20길 1, 1층 (신림동)",37.467793136754,126.932163482267,대학동
씨유 관악미리내점,영업/정상,서울특별시 관악구 신림동 96-38,"서울특별시 관악구 서림길 22, 1층 (신림동)",37.4751081766415,126.937741644199,서림동
GS25 관악스타힐스점,영업/정상,서울특별시 관악구 봉천동 10번지 4호 1층 1-5호,"서울특별시 관악구 청림3길 10, 1층 1-5호 (봉천동)",37.4886505222551,126.95950602146,청림동
씨유 사당남현,영업/정상,서울특별시 관악구 남현동 602번지 42호 1층,"서울특별시 관악구 남현3길 62, 1층 (남현동)",37.4750607195465,126.980019409957,남현동
씨유 관악진우점,영업/정상,서울특별시 관악구 신림동 1576번지 23호 1층,"서울특별시 관악구 남부순환로 1536, 1층 (신림동, 은성빌딩)",37.4827774089254,126.921313240377,미성동
씨유 관악청룡점,영업/정상,서울특별시 관악구 봉천동 1531-32,서울특별시 관악구 장군봉6길 1(봉천동),37.481291719243,126.939486930695,청룡동
GS25 관악고시촌점,영업/정상,서울특별시 관악구 신림동 1538번지 1층,"서울특별시 관악구 호암로24길 74, 1층 (신림동, 유림재고시연구원)",37.4691760114067,126.9372234006,대학동
씨유 뉴관악리베로점,영업/정상,서울특별시 관악구 신림동 1458-23,"서울특별시 관악구 신림동길 32-1, 1층 (신림동)",37.4870027341378,126.925129331033,신림동
GS25 신림영락점,영업/정상,서울특별시 관악구 신림동 98번지 427호 금성하이츠빌라 101호,"서울특별시 관악구 복은길 128, 101호 (신림동, 금성하이츠빌라)",37.4749875547747,126.94296406402,서림동
씨유 관악에스식스점,영업/정상,서울특별시 관악구 신림동 378번지 4호 1층,"서울특별시 관악구 양지5길 2, 1층 (신림동)",37.4715572281427,126.931278994466,삼성동
CU 보라매산들점,영업/정상,서울특별시 관악구 신림동 1446번지 1호,"서울특별시 관악구 봉천로 188, 1층 (신림동)",37.4896456355184,126.922300522129,신림동
씨유 관악청림점,영업/정상,서울특별시 관악구 봉천동 1000번지 2동 1층 7호,"서울특별시 관악구 관악로 306, 2동 1층 7호 (봉천동, 현대상가)",37.4910650488657,126.956728359528,청림동
지에스25 뉴신림신원점,영업/정상,서울특별시 관악구 신림동 1583-23,"서울특별시 관악구 남부순환로168길 42, 지하1층 및 1층 (신림동)",37.481055057786,126.924234169419,신원동
(주)코리아세븐 관악색동점,영업/정상,서울특별시 관악구 신림동 1428번지 20호,서울특별시 관악구 신림로70길 7 (신림동),37.4877803012501,126.929217774021,신림동
GS25 관악영락점,영업/정상,서울특별시 관악구 봉천동 919번지 15호 1층,"서울특별시 관악구 청룡8길 28, 1층 (봉천동)",37.4801040339904,126.944492246209,청룡동
(주)코리아세븐 신림문화점,영업/정상,서울특별시 관악구 신림동 1438번지 2호,"서울특별시 관악구 신림동길 15 (신림동, 강남하우스)",37.4871164726381,126.927051749671,신림동
(주)코리아세븐 신림고시촌점,영업/정상,서울특별시 관악구 신림동 1533번지 3호,서울특별시 관악구 신림로23길 34 (신림동),37.4695375367158,126.934638015039,대학동
GS25 신림트라움점,영업/정상,서울특별시 관악구 신림동 1433번지 55호,"서울특별시 관악구 신림로65길 27, 102,103호 (신림동, 프라비다트라움)",37.4848187225214,126.928081647142,신림동
(주)코리아세븐 관악호암로점,영업/정상,서울특별시 관악구 신림동 1532번지 20호,서울특별시 관악구 호암로22길 21 (신림동),37.4690242164366,126.933963708777,대학동
씨유 관악한샘점,영업/정상,서울특별시 관악구 봉천동 41번지 177호,"서울특별시 관악구 은천로39길 13, 1층 (봉천동)",37.4865975007901,126.955062484301,성현동
GS25 삼성산주공점,영업/정상,서울특별시 관악구 신림동 1714번지,"서울특별시 관악구 호암로 399, 상가동 B105호 (신림동, 삼성산주공아파트)",37.4613714617228,126.925454992929,삼성동
씨유 관악예술인점,영업/정상,서울특별시 관악구 남현동 1054번지 10호 1층,"서울특별시 관악구 남부순환로260길 10, 1층 (남현동)",37.475620478644,126.973422173566,남현동
위드미 관악난향점,영업/정상,서울특별시 관악구 신림동 1735번지 7호,"서울특별시 관악구 난곡로 60, B102,B103호 (신림동, 산타플러스빌딩)",37.4608681432511,126.919395468118,난향동
씨유 관악국회단지점,영업/정상,서울특별시 관악구 봉천동 634번지 81호,서울특별시 관악구 국회단지길 36 (봉천동),37.4876375405292,126.94023294277,은천동
씨유 관악서원점,영업/정상,서울특별시 관악구 신림동 1641번지 82호,"서울특별시 관악구 신림로 274, 1층 (신림동)",37.4792995582775,126.931821142646,서원동
씨유 관악파인빌점,영업/정상,서울특별시 관악구 봉천동 464번지 41호 107호,"서울특별시 관악구 중앙길 133, 1층 107호 (봉천동, 은선파인빌)",37.4862827022556,126.947858599044,중앙동
GS25 신림미림점,영업/정상,서울특별시 관악구 신림동 305번지 26호,"서울특별시 관악구 호암로 538, 1층 (신림동)",37.4655782586336,126.931672186858,삼성동
(주)코리아세븐 남현이즈빌점,영업/정상,서울특별시 관악구 남현동 1058번지 7호,"서울특별시 관악구 남현1길 9, 1층 102호 (남현동, 현대이즈빌아파트)",37.4759921793702,126.977968711854,남현동
GS25 신림빌리지점,영업/정상,서울특별시 관악구 신림동 465번지 1호,"서울특별시 관악구 관천로11길 41, 1층 (신림동, 희래빌딩)",37.4839225775033,126.922657856346,신사동
씨유 관악이글점,영업/정상,서울특별시 관악구 봉천동 1674번지 4호 1층,"서울특별시 관악구 남부순환로 1873, 1층 (봉천동, 대주빌딩)",37.4795481840524,126.957986449117,행운동
GS25 관악원당점,영업/정상,서울특별시 관악구 봉천동 1668번지 19호 1층,"서울특별시 관악구 행운1길 81, 1층 (봉천동)",37.4822186207636,126.956076679848,행운동
씨유 관악향산점,영업/정상,서울특별시 관악구 봉천동 911번지 14호 1층,"서울특별시 관악구 양녕로 11, 1층 (봉천동, 향산빌딩)",37.4831512867365,126.946335991292,은천동
CU 신림동희점,영업/정상,서울특별시 관악구 신림동 108번지 103호,"서울특별시 관악구 신림로22길 24, 1층 (신림동)",37.4723367394854,126.935684662235,서림동
(주)코리아세븐 관악미림점,영업/정상,서울특별시 관악구 신림동 254번지 254호,서울특별시 관악구 호암로20길 67 (신림동),37.467093875724,126.935734030822,대학동
CU 관악승리점,영업/정상,서울특별시 관악구 신림동 1465번지 4호,"서울특별시 관악구 관천로 73-1, 1층 (신림동)",37.4852021301622,126.923954549756,신사동
GS25 신림미성점,영업/정상,서울특별시 관악구 신림동 1661번지,"서울특별시 관악구 시흥대로166길 14, 1층 (신림동, 골드마인빌딩)",37.4826377755505,126.902493077241,조원동
CU 낙성대입구점,영업/정상,서울특별시 관악구 봉천동 1628번지 3호 1층,"서울특별시 관악구 낙성대로 9, 1층 (봉천동)",37.4775364405334,126.959623492141,낙성대동
GS25 관악미성점,영업/정상,서울특별시 관악구 신림동 1488번지 1호,"서울특별시 관악구 남부순환로144길 24, 101호 (신림동)",37.4801746982701,126.912641124568,미성동
GS25 봉천낙성점,영업/정상,서울특별시 관악구 봉천동 1685번지 1호 1층,"서울특별시 관악구 행운2길 52, 1층 (봉천동, 칠성빌딩)",37.4785357798027,126.961604735187,행운동
씨유 신림카페점,영업/정상,서울특별시 관악구 신림동 92번지 280호,"서울특별시 관악구 신림로 228, 1층 (신림동)",37.4776873576973,126.936130492002,서원동
세븐일레븐 관악청솔점,영업/정상,서울특별시 관악구 신림동 504번지 1호,"서울특별시 관악구 조원로 118, 1층 (신림동)",37.4850194486152,126.915528868423,신사동
GS25 관악아미움점,영업/정상,서울특별시 관악구 봉천동 1522번지 30호 상가동 101호,"서울특별시 관악구 장군봉1길 16, 상가동 101호 (봉천동, 청룡동금강아미움아파트)",37.4818341038672,126.940865739318,청룡동
지에스25 신림리치,영업/정상,서울특별시 관악구 신림동 530-11 은지빌 1층,"서울특별시 관악구 조원로18길 25, 은지빌 1층 (신림동)",37.4829608537505,126.913822225159,조원동
세븐일레븐 신림사랑점,영업/정상,서울특별시 관악구 신림동 499-56,"서울특별시 관악구 신사로10길 13, 1층 (신림동)",37.487031999244,126.914858132356,신사동
GS25 관악대성점,영업/정상,서울특별시 관악구 봉천동 1598번지 35호,"서울특별시 관악구 관악로12길 17, 1층 (봉천동)",37.4781789935059,126.953377440912,낙성대동
GS25 신림정문점,영업/정상,서울특별시 관악구 신림동 676번지 41호,"서울특별시 관악구 난향길 18, 1층 (신림동)",37.462859516209,126.91789314813,난향동
(주)코리아세븐 관악청룡로점,영업/정상,서울특별시 관악구 봉천동 898번지 4호 101호,"서울특별시 관악구 청룡길 45, 101호 (봉천동, 참소망타운)",37.479746986145,126.946096705587,청룡동
GS25 뉴신림로데오점,영업/정상,서울특별시 관악구 신림동 1454번지 1호,"서울특별시 관악구 봉천로6길 30, 1층 (신림동)",37.488339342599,126.925498986348,신림동
GS25 행운푸르지오점,영업/정상,"서울특별시 관악구 봉천동 1728번지 상가동 B01,B호","서울특별시 관악구 행운10길 15, 상가동 B01,B02호 (봉천동, 관악파크푸르지오아파트)",37.4820083335878,126.962084265391,행운동
씨유 봉천승리점,영업/정상,서울특별시 관악구 봉천동 100번지 114호,"서울특별시 관악구 행운7길 16, B1층 (봉천동)",37.4824139653539,126.959893915035,행운동
GS25 신림신화점,영업/정상,서울특별시 관악구 신림동 407번지 11호,"서울특별시 관악구 신림로 195, 1층 (신림동)",37.475201120268,126.935979535104,서림동
씨유 신림조원점,영업/정상,서울특별시 관악구 신림동 551번지 29호,"서울특별시 관악구 조원로15길 27, 1층 (신림동, 써밋)",37.4851623535135,126.90957085662,조원동
