기준_년분기_코드,행정동_코드_명,서비스_업종_코드_명,점포_수,프랜차이즈_점포_수,개업_점포_수,폐업_점포_수
20251,보라매동,한식음식점,101,17,4,10
20251,보라매동,중식음식점,13,1,0,0
20251,보라매동,일식음식점,12,4,0,2
20251,보라매동,양식음식점,11,2,0,0
20251,보라매동,제과점,14,4,1,2
20251,보라매동,패스트푸드점,6,10,0,0
20251,보라매동,치킨전문점,7,10,2,1
20251,보라매동,분식전문점,19,8,1,0
20251,보라매동,호프-간이주점,33,3,1,2
20251,보라매동,커피-음료,38,10,2,2
20251,보라매동,일반교습학원,26,3,1,1
20251,보라매동,예술학원,17,0,0,1
20251,보라매동,스포츠 강습,12,0,0,0
20251,보라매동,일반의원,10,0,0,0
20251,보라매동,치과의원,9,0,0,0
20251,보라매동,한의원,8,0,0,0
20251,보라매동,동물병원,1,0,0,0
20251,보라매동,법무사사무소,1,0,0,0
20251,보라매동,기타법무서비스,3,0,1,1
20251,보라매동,세무사사무소,1,0,0,0
20251,보라매동,당구장,2,0,0,1
20251,보라매동,PC방,3,2,0,0
20251,보라매동,기타오락장,1,0,0,0
20251,보라매동,복권방,4,0,0,1
20251,보라매동,통신기기수리,1,0,0,0
20251,보라매동,스포츠클럽,6,1,0,1
20251,보라매동,자동차수리,4,0,0,0
20251,보라매동,자동차미용,2,0,0,0
20251,보라매동,모터사이클수리,2,0,0,0
20251,보라매동,미용실,55,2,0,0
20251,보라매동,네일숍,10,0,0,0
20251,보라매동,피부관리실,13,0,1,1
20251,보라매동,세탁소,20,1,1,0
20251,보라매동,가전제품수리,4,0,0,0
20251,보라매동,부동산중개업,58,0,0,2
20251,보라매동,노래방,14,1,0,1
20251,보라매동,독서실,2,0,0,0
20251,보라매동,사진관,6,0,1,0
20251,보라매동,통번역서비스,4,0,0,0
20251,보라매동,건축물청소,17,0,0,0
20251,보라매동,여행사,2,0,0,0
20251,보라매동,비디오/서적임대,1,0,0,0
20251,보라매동,가정용품임대,2,0,0,0
20251,보라매동,슈퍼마켓,14,3,0,0
20251,보라매동,편의점,5,13,1,1
20251,보라매동,컴퓨터및주변장치판매,9,0,0,0
20251,보라매동,핸드폰,20,0,0,0
20251,보라매동,주류도매,2,0,0,0
20251,보라매동,미곡판매,3,0,0,0
20251,보라매동,육류판매,12,0,0,1
20251,보라매동,수산물판매,4,0,0,0
20251,보라매동,청과상,16,0,0,0
20251,보라매동,반찬가게,15,0,0,0
20251,보라매동,일반의류,284,0,0,4
20251,보라매동,유아의류,15,0,0,0
20251,보라매동,신발,28,0,0,1
20251,보라매동,가방,11,0,0,1
20251,보라매동,안경,2,0,0,0
20251,보라매동,시계및귀금속,10,0,0,0
20251,보라매동,의약품,5,2,1,0
20251,보라매동,의료기기,3,0,0,1
20251,보라매동,서적,6,1,1,1
20251,보라매동,문구,8,1,0,0
20251,보라매동,화장품,13,1,0,2
20251,보라매동,미용재료,2,0,0,0
20251,보라매동,운동/경기용품,1,0,0,0
20251,보라매동,자전거 및 기타운송장비,2,0,0,0
20251,보라매동,섬유제품,9,0,0,0
20251,보라매동,화초,10,0,0,0
20251,보라매동,애완동물,3,0,0,0
20251,보라매동,가구,10,0,0,1
20251,보라매동,가전제품,10,0,0,0
20251,보라매동,철물점,8,0,0,1
20251,보라매동,악기,1,0,0,0
20251,보라매동,인테리어,17,0,0,0
20251,보라매동,조명용품,6,0,0,0
20251,보라매동,자동차부품,4,0,0,0
20251,보라매동,재생용품 판매점,5,0,0,0
20251,보라매동,예술품,1,0,1,0
20251,보라매동,주유소,5,0,1,0
20251,보라매동,전자상거래업,38,0,0,7
20251,청림동,한식음식점,33,3,2,4
20251,청림동,중식음식점,6,1,0,1
20251,청림동,일식음식점,0,0,0,1
20251,청림동,양식음식점,5,0,1,0
20251,청림동,제과점,2,0,0,0
20251,청림동,패스트푸드점,2,1,1,0
20251,청림동,치킨전문점,2,3,0,0
20251,청림동,분식전문점,10,1,0,1
20251,청림동,호프-간이주점,9,0,1,0
20251,청림동,커피-음료,10,5,0,2
20251,청림동,일반교습학원,37,6,1,1
20251,청림동,외국어학원,1,0,0,0
20251,청림동,예술학원,20,1,0,2
20251,청림동,스포츠 강습,14,1,0,0
20251,청림동,일반의원,3,0,0,0
20251,청림동,치과의원,5,0,0,0
20251,청림동,한의원,2,0,0,0
20251,청림동,동물병원,1,0,0,0
20251,청림동,법무사사무소,1,0,0,0
20251,청림동,세무사사무소,1,0,0,0
20251,청림동,당구장,1,0,0,0
20251,청림동,골프연습장,2,0,0,0
20251,청림동,PC방,3,0,0,0
20251,청림동,기타오락장,2,0,0,0
20251,청림동,스포츠클럽,1,1,0,0
20251,청림동,자동차수리,3,1,0,0
20251,청림동,자동차미용,2,0,0,0
20251,청림동,모터사이클수리,1,0,0,0
20251,청림동,미용실,30,1,1,0
20251,청림동,네일숍,4,0,0,0
20251,청림동,피부관리실,7,0,1,1
20251,청림동,세탁소,6,2,0,0
20251,청림동,가전제품수리,9,0,0,0
20251,청림동,부동산중개업,33,0,0,0
20251,청림동,여관,1,0,0,0
20251,청림동,게스트하우스,0,0,0,1
20251,청림동,노래방,2,0,0,0
20251,청림동,독서실,5,0,0,0
20251,청림동,녹음실,1,0,0,0
20251,청림동,사진관,7,0,0,0
20251,청림동,통번역서비스,2,0,0,0
20251,청림동,건축물청소,6,0,0,0
20251,청림동,슈퍼마켓,8,3,1,0
20251,청림동,편의점,0,2,0,0
20251,청림동,컴퓨터및주변장치판매,1,0,0,0
20251,청림동,미곡판매,1,0,0,0
20251,청림동,육류판매,3,0,0,2
20251,청림동,수산물판매,5,0,0,0
20251,청림동,청과상,2,0,0,0
20251,청림동,반찬가게,4,0,0,0
20251,청림동,일반의류,2,0,0,0
20251,청림동,시계및귀금속,1,0,0,0
20251,청림동,의약품,3,0,0,0
20251,청림동,의료기기,2,0,0,0
20251,청림동,서적,2,0,0,0
20251,청림동,문구,3,0,0,1
20251,청림동,화장품,3,0,0,0
20251,청림동,미용재료,2,0,0,0
20251,청림동,운동/경기용품,1,0,0,0
20251,청림동,자전거 및 기타운송장비,1,0,0,0
20251,청림동,섬유제품,2,0,0,0
20251,청림동,화초,1,0,0,0
20251,청림동,애완동물,1,0,0,1
20251,청림동,가전제품,1,0,0,0
20251,청림동,철물점,1,0,0,1
20251,청림동,악기,0,0,0,1
20251,청림동,인테리어,2,0,1,0
20251,청림동,조명용품,4,0,0,0
20251,청림동,중고차판매,1,0,0,0
20251,청림동,모터사이클및부품,1,0,0,0
20251,청림동,예술품,1,0,0,0
20251,청림동,주유소,1,0,0,0
20251,청림동,전자상거래업,25,0,0,2
20251,성현동,한식음식점,28,4,2,4
20251,성현동,중식음식점,4,0,0,0
20251,성현동,일식음식점,2,0,0,0
20251,성현동,양식음식점,8,0,0,2
20251,성현동,제과점,3,0,1,1
20251,성현동,패스트푸드점,0,1,0,0
20251,성현동,치킨전문점,9,8,0,0
20251,성현동,분식전문점,7,6,0,0
20251,성현동,호프-간이주점,2,0,0,0
20251,성현동,커피-음료,27,0,0,1
20251,성현동,일반교습학원,90,9,3,2
20251,성현동,외국어학원,2,0,2,0
20251,성현동,예술학원,33,1,1,1
20251,성현동,스포츠 강습,11,0,0,0
20251,성현동,일반의원,6,0,0,0
20251,성현동,치과의원,9,0,0,0
20251,성현동,한의원,6,0,0,0
20251,성현동,동물병원,2,0,0,0
20251,성현동,법무사사무소,1,0,0,0
20251,성현동,기타법무서비스,1,0,0,0
20251,성현동,당구장,3,0,0,0
20251,성현동,골프연습장,3,0,0,0
20251,성현동,PC방,2,0,0,0
20251,성현동,기타오락장,1,0,0,0
20251,성현동,복권방,1,0,0,0
20251,성현동,스포츠클럽,5,1,0,2
20251,성현동,자동차수리,5,1,0,0
20251,성현동,자동차미용,4,0,0,0
20251,성현동,모터사이클수리,1,0,0,0
20251,성현동,미용실,28,0,0,1
20251,성현동,피부관리실,7,0,0,0
20251,성현동,세탁소,9,3,0,2
20251,성현동,가전제품수리,6,1,0,0
20251,성현동,부동산중개업,46,0,0,0
20251,성현동,노래방,2,0,0,0
20251,성현동,독서실,8,6,0,0
20251,성현동,녹음실,1,0,0,0
20251,성현동,사진관,5,0,0,1
20251,성현동,통번역서비스,3,0,0,0
20251,성현동,건축물청소,18,1,0,0
20251,성현동,여행사,1,0,0,0
20251,성현동,비디오/서적임대,1,0,0,0
20251,성현동,의류임대,1,0,0,0
20251,성현동,가정용품임대,5,0,0,0
20251,성현동,슈퍼마켓,12,5,0,0
20251,성현동,편의점,3,7,2,1
20251,성현동,컴퓨터및주변장치판매,10,0,0,0
20251,성현동,핸드폰,3,0,0,0
20251,성현동,미곡판매,1,0,0,0
20251,성현동,육류판매,4,0,0,0
20251,성현동,수산물판매,3,0,0,0
20251,성현동,청과상,6,0,0,0
20251,성현동,반찬가게,7,0,0,0
20251,성현동,일반의류,10,0,0,0
20251,성현동,한복점,1,0,0,0
20251,성현동,신발,1,0,0,0
20251,성현동,가방,1,0,0,0
20251,성현동,안경,1,0,0,0
20251,성현동,시계및귀금속,1,0,0,0
20251,성현동,의약품,8,1,0,0
20251,성현동,의료기기,2,0,0,0
20251,성현동,서적,11,1,1,0
20251,성현동,문구,3,0,0,0
20251,성현동,화장품,6,0,0,1
20251,성현동,미용재료,2,0,0,0
20251,성현동,자전거 및 기타운송장비,1,0,0,0
20251,성현동,완구,1,0,0,1
20251,성현동,섬유제품,3,0,0,0
20251,성현동,화초,8,0,0,1
20251,성현동,애완동물,1,0,1,0
20251,성현동,가전제품,1,0,0,0
20251,성현동,철물점,6,0,0,0
20251,성현동,악기,1,0,0,0
20251,성현동,인테리어,3,0,0,0
20251,성현동,조명용품,5,0,0,0
20251,성현동,자동차부품,3,0,0,0
20251,성현동,모터사이클및부품,2,0,1,0
20251,성현동,재생용품 판매점,2,0,0,0
20251,성현동,예술품,1,0,0,0
20251,성현동,전자상거래업,32,0,0,3
20251,행운동,한식음식점,115,17,3,6
20251,행운동,중식음식점,7,1,0,1
20251,행운동,일식음식점,16,3,0,0
20251,행운동,양식음식점,16,5,1,0
20251,행운동,제과점,13,3,0,2
20251,행운동,패스트푸드점,8,14,1,1
20251,행운동,치킨전문점,6,10,0,1
20251,행운동,분식전문점,25,10,3,0
20251,행운동,호프-간이주점,35,1,0,0
20251,행운동,커피-음료,47,11,2,0
20251,행운동,일반교습학원,45,7,1,3
20251,행운동,외국어학원,2,0,1,0
20251,행운동,예술학원,35,2,0,3
20251,행운동,컴퓨터학원,4,0,0,0
20251,행운동,스포츠 강습,25,1,1,0
20251,행운동,일반의원,32,0,0,0
20251,행운동,치과의원,13,0,0,0
20251,행운동,한의원,13,0,0,0
20251,행운동,동물병원,2,0,0,0
20251,행운동,변호사사무소,3,0,0,0
20251,행운동,변리사사무소,1,0,0,0
20251,행운동,법무사사무소,6,0,0,0
20251,행운동,기타법무서비스,4,0,0,0
20251,행운동,세무사사무소,12,0,0,0
20251,행운동,당구장,5,0,0,1
20251,행운동,골프연습장,2,0,0,0
20251,행운동,PC방,5,0,0,1
20251,행운동,기타오락장,3,0,0,1
20251,행운동,복권방,3,0,0,0
20251,행운동,통신기기수리,2,0,0,0
20251,행운동,스포츠클럽,20,2,0,0
20251,행운동,자동차수리,4,0,0,0
20251,행운동,자동차미용,3,0,0,0
20251,행운동,모터사이클수리,6,0,0,0
20251,행운동,미용실,72,10,1,1
20251,행운동,네일숍,16,0,0,0
20251,행운동,피부관리실,36,0,6,1
20251,행운동,세탁소,29,2,0,0
20251,행운동,가전제품수리,8,0,0,0
20251,행운동,부동산중개업,110,0,0,2
20251,행운동,여관,5,0,0,0
20251,행운동,게스트하우스,4,0,0,0
20251,행운동,노래방,11,0,0,0
20251,행운동,독서실,11,1,0,2
20251,행운동,녹음실,2,0,0,0
20251,행운동,사진관,16,0,1,0
20251,행운동,통번역서비스,6,0,0,0
20251,행운동,건축물청소,13,0,0,0
20251,행운동,여행사,4,0,0,1
20251,행운동,비디오/서적임대,1,0,0,0
20251,행운동,가정용품임대,2,0,0,0
20251,행운동,슈퍼마켓,17,13,0,0
20251,행운동,편의점,4,14,0,2
20251,행운동,컴퓨터및주변장치판매,11,0,0,1
20251,행운동,핸드폰,18,0,0,0
20251,행운동,미곡판매,6,0,0,0
20251,행운동,육류판매,9,0,0,1
20251,행운동,수산물판매,7,1,0,0
20251,행운동,청과상,16,0,0,1
20251,행운동,반찬가게,14,0,0,0
20251,행운동,일반의류,45,0,0,4
20251,행운동,유아의류,4,0,0,0
20251,행운동,신발,3,0,0,0
20251,행운동,가방,3,0,0,0
20251,행운동,안경,4,2,0,0
20251,행운동,시계및귀금속,6,0,0,0
20251,행운동,의약품,14,7,0,0
20251,행운동,의료기기,12,1,0,0
20251,행운동,서적,7,1,0,1
20251,행운동,문구,6,1,1,0
20251,행운동,화장품,20,1,1,0
20251,행운동,미용재료,1,0,0,0
20251,행운동,운동/경기용품,5,0,0,0
20251,행운동,완구,2,0,0,0
20251,행운동,섬유제품,4,0,0,0
20251,행운동,화초,15,0,1,2
20251,행운동,애완동물,3,0,0,1
20251,행운동,가구,5,0,0,1
20251,행운동,가전제품,2,0,0,0
20251,행운동,철물점,8,0,0,0
20251,행운동,악기,3,0,0,0
20251,행운동,인테리어,5,0,1,0
20251,행운동,조명용품,9,0,0,0
20251,행운동,중고차판매,1,0,0,0
20251,행운동,자동차부품,4,0,0,0
20251,행운동,모터사이클및부품,3,0,0,0
20251,행운동,재생용품 판매점,3,0,0,0
20251,행운동,주유소,1,0,0,0
20251,행운동,전자상거래업,54,0,0,8
20251,낙성대동,한식음식점,184,34,9,9
20251,낙성대동,중식음식점,33,3,1,2
20251,낙성대동,일식음식점,49,6,0,1
20251,낙성대동,양식음식점,59,10,2,2
20251,낙성대동,제과점,19,5,2,0
20251,낙성대동,패스트푸드점,19,8,0,2
20251,낙성대동,치킨전문점,3,8,0,0
20251,낙성대동,분식전문점,31,10,2,2
20251,낙성대동,호프-간이주점,81,13,2,3
20251,낙성대동,커피-음료,72,16,1,4
20251,낙성대동,일반교습학원,31,1,1,0
20251,낙성대동,외국어학원,2,0,0,0
20251,낙성대동,예술학원,11,0,0,0
20251,낙성대동,컴퓨터학원,2,0,0,0
20251,낙성대동,스포츠 강습,20,0,1,1
20251,낙성대동,일반의원,31,0,1,0
20251,낙성대동,치과의원,17,0,0,1
20251,낙성대동,한의원,7,0,0,1
20251,낙성대동,동물병원,3,0,0,0
20251,낙성대동,변호사사무소,5,0,0,0
20251,낙성대동,변리사사무소,1,0,0,0
20251,낙성대동,법무사사무소,8,0,1,0
20251,낙성대동,세무사사무소,8,0,0,0
20251,낙성대동,당구장,10,0,0,0
20251,낙성대동,골프연습장,5,0,0,0
20251,낙성대동,PC방,4,1,0,0
20251,낙성대동,기타오락장,4,2,0,0
20251,낙성대동,복권방,1,0,0,0
20251,낙성대동,스포츠클럽,8,1,0,1
20251,낙성대동,자동차수리,8,0,1,1
20251,낙성대동,자동차미용,1,1,0,1
20251,낙성대동,미용실,49,7,1,1
20251,낙성대동,네일숍,15,0,0,0
20251,낙성대동,피부관리실,21,0,2,1
20251,낙성대동,세탁소,9,2,0,1
20251,낙성대동,가전제품수리,3,0,0,0
20251,낙성대동,부동산중개업,66,1,0,3
20251,낙성대동,여관,9,0,2,0
20251,낙성대동,게스트하우스,3,0,0,0
20251,낙성대동,고시원,1,0,0,0
20251,낙성대동,노래방,20,1,0,0
20251,낙성대동,독서실,9,1,0,0
20251,낙성대동,DVD방,3,0,0,0
20251,낙성대동,녹음실,1,0,0,0
20251,낙성대동,사진관,15,2,0,1
20251,낙성대동,통번역서비스,4,0,0,0
20251,낙성대동,건축물청소,2,0,0,1
20251,낙성대동,여행사,4,0,0,0
20251,낙성대동,비디오/서적임대,2,0,0,0
20251,낙성대동,가정용품임대,2,0,0,0
20251,낙성대동,슈퍼마켓,13,10,1,0
20251,낙성대동,편의점,3,24,0,0
20251,낙성대동,컴퓨터및주변장치판매,8,0,0,0
20251,낙성대동,핸드폰,9,0,0,0
20251,낙성대동,주류도매,4,0,0,0
20251,낙성대동,미곡판매,1,0,0,0
20251,낙성대동,육류판매,4,0,0,0
20251,낙성대동,수산물판매,3,0,0,0
20251,낙성대동,청과상,2,0,0,0
20251,낙성대동,반찬가게,12,1,0,0
20251,낙성대동,일반의류,13,1,0,0
20251,낙성대동,유아의류,1,0,0,0
20251,낙성대동,신발,4,0,0,0
20251,낙성대동,가방,3,0,0,0
20251,낙성대동,안경,3,3,0,0
20251,낙성대동,시계및귀금속,1,2,0,0
20251,낙성대동,의약품,18,0,0,0
20251,낙성대동,의료기기,7,0,0,0
20251,낙성대동,서적,7,0,0,1
20251,낙성대동,문구,8,2,0,0
20251,낙성대동,화장품,13,0,0,1
20251,낙성대동,미용재료,2,0,0,0
20251,낙성대동,운동/경기용품,6,0,0,0
20251,낙성대동,완구,1,0,0,0
20251,낙성대동,섬유제품,1,0,0,0
20251,낙성대동,화초,19,0,0,1
20251,낙성대동,애완동물,2,0,0,0
20251,낙성대동,가구,1,0,0,0
20251,낙성대동,가전제품,5,0,0,0
20251,낙성대동,철물점,3,0,0,0
20251,낙성대동,악기,1,0,0,0
20251,낙성대동,인테리어,4,0,0,0
20251,낙성대동,조명용품,6,0,0,0
20251,낙성대동,자동차부품,7,0,0,1
20251,낙성대동,모터사이클및부품,3,0,0,0
20251,낙성대동,재생용품 판매점,2,0,0,0
20251,낙성대동,예술품,1,0,0,0
20251,낙성대동,주유소,2,0,0,0
20251,낙성대동,전자상거래업,33,0,0,2
20251,청룡동,한식음식점,177,28,12,12
20251,청룡동,중식음식점,19,5,1,0
20251,청룡동,일식음식점,17,1,0,1
20251,청룡동,양식음식점,12,2,1,1
20251,청룡동,제과점,13,2,0,1
20251,청룡동,패스트푸드점,11,17,1,2
20251,청룡동,치킨전문점,6,13,1,0
20251,청룡동,분식전문점,37,17,3,1
20251,청룡동,호프-간이주점,46,6,0,1
20251,청룡동,커피-음료,58,28,2,2
20251,청룡동,일반교습학원,62,6,1,0
20251,청룡동,외국어학원,7,0,0,0
20251,청룡동,예술학원,29,1,1,0
20251,청룡동,컴퓨터학원,2,0,0,0
20251,청룡동,스포츠 강습,33,3,1,1
20251,청룡동,일반의원,29,0,0,0
20251,청룡동,치과의원,14,0,0,0
20251,청룡동,한의원,10,0,0,1
20251,청룡동,동물병원,1,0,0,0
20251,청룡동,변호사사무소,2,0,0,0
20251,청룡동,변리사사무소,1,0,0,0
20251,청룡동,법무사사무소,13,0,0,0
20251,청룡동,기타법무서비스,5,0,0,0
20251,청룡동,회계사사무소,2,0,0,0
20251,청룡동,세무사사무소,13,0,0,0
20251,청룡동,당구장,14,0,1,0
20251,청룡동,골프연습장,9,0,0,0
20251,청룡동,PC방,7,1,0,0
20251,청룡동,전자게임장,2,3,0,0
20251,청룡동,기타오락장,1,1,0,0
20251,청룡동,복권방,4,0,0,0
20251,청룡동,통신기기수리,4,0,0,0
20251,청룡동,스포츠클럽,28,1,0,0
20251,청룡동,자동차수리,5,1,0,0
20251,청룡동,자동차미용,1,0,0,1
20251,청룡동,모터사이클수리,2,0,0,0
20251,청룡동,미용실,77,11,0,1
20251,청룡동,네일숍,24,1,0,0
20251,청룡동,피부관리실,27,1,1,2
20251,청룡동,세탁소,39,4,0,0
20251,청룡동,가전제품수리,5,0,0,0
20251,청룡동,부동산중개업,175,4,2,7
20251,청룡동,여관,22,0,0,0
20251,청룡동,게스트하우스,1,0,0,0
20251,청룡동,노래방,18,1,0,0
20251,청룡동,독서실,17,2,1,2
20251,청룡동,DVD방,2,0,1,0
20251,청룡동,녹음실,1,0,0,0
20251,청룡동,사진관,17,0,0,0
20251,청룡동,통번역서비스,7,0,0,0
20251,청룡동,건축물청소,11,1,0,0
20251,청룡동,여행사,10,0,0,0
20251,청룡동,의류임대,1,0,0,0
20251,청룡동,가정용품임대,1,0,0,0
20251,청룡동,슈퍼마켓,21,17,3,0
20251,청룡동,편의점,6,31,0,2
20251,청룡동,컴퓨터및주변장치판매,15,0,0,0
20251,청룡동,핸드폰,22,0,0,0
20251,청룡동,주류도매,1,0,0,0
20251,청룡동,미곡판매,5,0,0,1
20251,청룡동,육류판매,24,0,0,1
20251,청룡동,수산물판매,8,2,0,1
20251,청룡동,청과상,18,0,0,0
20251,청룡동,반찬가게,18,1,1,0
20251,청룡동,일반의류,93,0,2,5
20251,청룡동,한복점,1,0,0,0
20251,청룡동,유아의류,8,0,0,2
20251,청룡동,신발,10,0,0,0
20251,청룡동,가방,5,0,0,1
20251,청룡동,안경,9,2,0,0
20251,청룡동,시계및귀금속,10,0,0,1
20251,청룡동,의약품,23,2,0,0
20251,청룡동,의료기기,9,0,0,0
20251,청룡동,서적,14,0,0,0
20251,청룡동,문구,7,2,0,1
20251,청룡동,화장품,24,5,0,1
20251,청룡동,미용재료,4,0,0,0
20251,청룡동,운동/경기용품,4,0,0,0
20251,청룡동,자전거 및 기타운송장비,2,0,0,0
20251,청룡동,완구,1,0,0,0
20251,청룡동,섬유제품,6,0,0,0
20251,청룡동,화초,12,1,0,0
20251,청룡동,애완동물,5,2,0,2
20251,청룡동,가구,6,0,0,0
20251,청룡동,가전제품,11,0,1,0
20251,청룡동,철물점,6,0,0,0
20251,청룡동,인테리어,9,0,0,0
20251,청룡동,조명용품,13,0,0,0
20251,청룡동,자동차부품,3,0,0,0
20251,청룡동,모터사이클및부품,1,0,0,0
20251,청룡동,재생용품 판매점,1,0,0,0
20251,청룡동,예술품,3,0,0,0
20251,청룡동,전자상거래업,67,0,0,6
20251,은천동,한식음식점,168,24,7,13
20251,은천동,중식음식점,11,1,1,1
20251,은천동,일식음식점,7,0,0,0
20251,은천동,양식음식점,8,2,1,0
20251,은천동,제과점,14,5,2,1
20251,은천동,패스트푸드점,8,8,2,3
20251,은천동,치킨전문점,8,19,1,2
20251,은천동,분식전문점,24,9,2,1
20251,은천동,호프-간이주점,21,2,0,0
20251,은천동,커피-음료,37,10,2,4
20251,은천동,일반교습학원,68,13,4,3
20251,은천동,외국어학원,6,0,1,0
20251,은천동,예술학원,42,2,1,1
20251,은천동,스포츠 강습,21,0,0,0
20251,은천동,일반의원,14,0,0,0
20251,은천동,치과의원,10,0,0,0
20251,은천동,한의원,9,0,0,0
20251,은천동,동물병원,4,0,0,0
20251,은천동,변호사사무소,1,0,0,0
20251,은천동,법무사사무소,6,0,0,0
20251,은천동,기타법무서비스,2,0,0,1
20251,은천동,회계사사무소,2,0,0,0
20251,은천동,세무사사무소,10,0,0,0
20251,은천동,당구장,13,0,0,0
20251,은천동,골프연습장,6,1,0,0
20251,은천동,PC방,1,2,0,0
20251,은천동,기타오락장,0,0,0,1
20251,은천동,복권방,4,0,0,0
20251,은천동,통신기기수리,2,0,0,0
20251,은천동,스포츠클럽,7,1,0,2
20251,은천동,자동차수리,29,3,1,1
20251,은천동,자동차미용,4,0,0,0
20251,은천동,모터사이클수리,4,0,0,0
20251,은천동,미용실,55,7,1,1
20251,은천동,네일숍,8,0,0,1
20251,은천동,피부관리실,11,0,1,1
20251,은천동,세탁소,15,4,0,0
20251,은천동,가전제품수리,10,0,0,0
20251,은천동,부동산중개업,86,0,0,2
20251,은천동,여관,1,0,0,0
20251,은천동,게스트하우스,1,0,0,0
20251,은천동,노래방,16,0,0,0
20251,은천동,독서실,3,2,0,2
20251,은천동,DVD방,1,0,1,0
20251,은천동,사진관,14,0,0,0
20251,은천동,통번역서비스,7,0,0,0
20251,은천동,건축물청소,12,0,0,1
20251,은천동,여행사,5,0,0,0
20251,은천동,가정용품임대,1,0,0,1
20251,은천동,슈퍼마켓,18,12,1,0
20251,은천동,편의점,4,10,1,1
20251,은천동,컴퓨터및주변장치판매,17,0,0,0
20251,은천동,핸드폰,15,0,0,1
20251,은천동,주류도매,2,0,0,0
20251,은천동,미곡판매,3,0,0,0
20251,은천동,육류판매,18,0,2,0
20251,은천동,수산물판매,12,0,0,0
20251,은천동,청과상,12,0,0,1
20251,은천동,반찬가게,17,0,2,2
20251,은천동,일반의류,32,0,0,1
20251,은천동,유아의류,4,0,0,0
20251,은천동,신발,3,1,0,0
20251,은천동,가방,2,0,0,0
20251,은천동,안경,3,1,0,0
20251,은천동,시계및귀금속,3,0,0,0
20251,은천동,의약품,13,2,0,0
20251,은천동,의료기기,7,0,0,0
20251,은천동,서적,7,0,0,0
20251,은천동,문구,7,0,0,0
20251,은천동,화장품,27,0,0,1
20251,은천동,미용재료,3,0,0,0
20251,은천동,운동/경기용품,5,0,0,0
20251,은천동,자전거 및 기타운송장비,4,0,0,0
20251,은천동,완구,1,0,1,0
20251,은천동,섬유제품,5,0,0,0
20251,은천동,화초,11,0,0,0
20251,은천동,애완동물,4,0,0,1
20251,은천동,가구,8,0,0,1
20251,은천동,가전제품,8,0,0,0
20251,은천동,철물점,10,0,0,0
20251,은천동,악기,1,0,0,0
20251,은천동,인테리어,7,0,0,0
20251,은천동,조명용품,6,0,0,1
20251,은천동,중고차판매,1,0,0,0
20251,은천동,자동차부품,9,0,0,0
20251,은천동,모터사이클및부품,6,0,0,0
20251,은천동,재생용품 판매점,2,0,0,1
20251,은천동,예술품,2,0,0,0
20251,은천동,주유소,1,0,0,0
20251,은천동,전자상거래업,49,0,0,5
20251,중앙동,한식음식점,90,14,1,3
20251,중앙동,중식음식점,7,3,0,1
20251,중앙동,일식음식점,16,1,0,1
20251,중앙동,양식음식점,4,2,0,1
20251,중앙동,제과점,3,3,0,0
20251,중앙동,패스트푸드점,9,2,0,1
20251,중앙동,치킨전문점,3,9,1,1
20251,중앙동,분식전문점,13,6,1,0
20251,중앙동,호프-간이주점,28,5,0,2
20251,중앙동,커피-음료,31,12,2,1
20251,중앙동,일반교습학원,25,1,0,2
20251,중앙동,외국어학원,1,1,0,0
20251,중앙동,예술학원,15,2,0,0
20251,중앙동,컴퓨터학원,2,0,0,0
20251,중앙동,스포츠 강습,17,3,0,0
20251,중앙동,일반의원,42,0,0,0
20251,중앙동,치과의원,17,0,0,0
20251,중앙동,한의원,7,0,0,0
20251,중앙동,동물병원,2,0,0,0
20251,중앙동,변호사사무소,1,0,0,0
20251,중앙동,법무사사무소,4,0,0,0
20251,중앙동,기타법무서비스,2,0,0,0
20251,중앙동,회계사사무소,2,0,0,0
20251,중앙동,세무사사무소,7,0,0,0
20251,중앙동,당구장,5,0,0,0
20251,중앙동,골프연습장,3,0,0,0
20251,중앙동,PC방,2,0,0,0
20251,중앙동,기타오락장,1,1,0,0
20251,중앙동,복권방,2,0,0,0
20251,중앙동,통신기기수리,4,0,0,0
20251,중앙동,스포츠클럽,13,0,0,1
20251,중앙동,자동차수리,6,2,0,0
20251,중앙동,자동차미용,1,0,0,0
20251,중앙동,모터사이클수리,2,0,0,0
20251,중앙동,미용실,43,5,2,2
20251,중앙동,네일숍,13,0,0,1
20251,중앙동,피부관리실,20,3,1,1
20251,중앙동,세탁소,15,2,1,2
20251,중앙동,가전제품수리,5,0,0,0
20251,중앙동,부동산중개업,65,0,0,2
20251,중앙동,여관,1,0,1,0
20251,중앙동,노래방,5,0,0,0
20251,중앙동,독서실,9,2,1,0
20251,중앙동,녹음실,2,0,0,0
20251,중앙동,사진관,5,0,0,0
20251,중앙동,통번역서비스,2,0,0,0
20251,중앙동,건축물청소,8,1,0,0
20251,중앙동,여행사,1,0,0,0
20251,중앙동,비디오/서적임대,1,0,0,0
20251,중앙동,슈퍼마켓,7,7,0,1
20251,중앙동,편의점,6,11,1,0
20251,중앙동,컴퓨터및주변장치판매,2,0,0,0
20251,중앙동,핸드폰,19,0,0,0
20251,중앙동,미곡판매,2,0,0,0
20251,중앙동,육류판매,4,0,1,1
20251,중앙동,수산물판매,2,0,0,0
20251,중앙동,청과상,4,0,0,1
